Year,State,County,fcst
2021,MI,Sanilac,0
2021,MI,Shiawassee,0
2021,MI,Van Buren,7.530394309
2021,MI,Washtenaw,69.96966245
2021,MI,Wayne,205.3870014
2021,MI,Wexford,8
2021,MN,Anoka,20.55376429
2021,MN,Becker,0.858990905
2021,MN,Beltrami,11.71798181
2021,MN,Blue Earth,15.40080758
2021,MN,Brown,3.717981811
2021,MN,Carlton,1.50597381
2021,MN,Carver,0
2021,MN,Cass,18.07168572
2021,MN,Chippewa,4.947416884
2021,MN,Chisago,2
2021,MN,Clay,4.517921431
2021,MN,Cook,8.150216989
2021,MN,Crow Wing,12.30043398
2021,MN,Dakota,70.42706517
2021,MN,Douglas,2.791720442
2021,MN,Fillmore,3.011947621
2021,MN,Freeborn,18.04779048
2021,MN,Goodhue,9.035842862
2021,MN,Hennepin,325.6559795
2021,MN,Hubbard,0
2021,MN,Isanti,5
2021,MN,Itasca,4.300433979
2021,MN,Kanabec,0.429495453
2021,MN,Kandiyohi,7.023895241
2021,MN,Lake,5
2021,MN,Lyon,4.517921431
2021,MN,McLeod,9.250590588
2021,MN,Martin,12.04779048
2021,MN,Morrison,2.364964716
2021,MN,Mower,15.03584286
2021,MN,Nicollet,0.429495453
2021,MN,Nobles,6
2021,MN,Olmsted,31.66060606
2021,MN,Otter Tail,0.858990905
2021,MN,Pine,10.72072154
2021,MN,Pipestone,3.011947621
2021,MN,Ramsey,212.5724895
2021,MN,Redwood,12.04779048
2021,MN,Renville,3.011947621
2021,MN,Rice,5.441443073
2021,MN,Rock,0
2021,MN,St. Louis,29.35743236
2021,MN,Scott,15.69203366
2021,MN,Sherburne,6.011947621
2021,MN,Stearns,2.644243179
2021,MN,Steele,7.011947621
2021,MN,Stevens,6.517921431
2021,MN,Todd,2
2021,MN,Wadena,0.858990905
2021,MN,Washington,44.11947621
2021,MN,Winona,1.073738632
2021,MN,Wright,16.04779048
2021,WI,Barron,0
2021,WI,Bayfield,0
2021,WI,Brown,25.00475289
2021,WI,Calumet,2
2021,WI,Chippewa,0
2021,WI,Dane,158.6307992
2021,WI,Dodge,4
2021,WI,Door,31.82977749
2021,WI,Dunn,2.251188224
2021,WI,Eau Claire,17.04422917
2021,WI,Florence,0
2021,WI,Fond du Lac,4.502376447
2021,WI,Grant,0.502376447
2021,WI,Green,2
2021,WI,Green Lake,2
2021,WI,Jefferson,5
2021,WI,Juneau,6
2021,WI,Kenosha,18.28317188
2021,WI,La Crosse,18.79779384
2021,WI,Manitowoc,1.251188224
2021,WI,Marathon,14
2021,WI,Marinette,0
2021,WI,Milwaukee,110.0087073
2021,WI,Monroe,14.04422917
2021,WI,Oneida,4
2021,WI,Outagamie,25.76105729
2021,WI,Ozaukee,5.26343374
2021,WI,Pierce,0
2021,WI,Polk,0.251188224
2021,WI,Portage,9.004752895
2021,WI,Price,1.761057292
2021,WI,Racine,8.00950579
2021,WI,Richland,1
2021,WI,Rock,8.024491032
2021,WI,Rusk,3.522114584
2021,WI,St. Croix,4.00950579
2021,WI,Sauk,11.28043215
2021,WI,Sawyer,1
2021,WI,Sheboygan,14.00475289
2021,WI,Vernon,6.024491032
2021,WI,Walworth,20.56634375
2021,WI,Washington,5
2021,WI,Waukesha,38.51937486
2021,WI,Winnebago,18.0687202
2021,WI,Wood,5
2021,FL,Alachua,63.50359116
2021,FL,Bay,20.27293953
2021,FL,Brevard,96.19648831
2021,FL,Broward,388.1053962
2021,FL,Charlotte,5.507129342
2021,FL,Citrus,15.28317188
2021,FL,Clay,8.036736547
2021,FL,Collier,90.66358132
2021,FL,Columbia,17.09321123
2021,FL,Duval,192.578839
2021,FL,Escambia,23.09321123
2021,FL,Flagler,12.03399682
2021,FL,Franklin,7.785548324
2021,FL,Hamilton,3.522114584
2021,FL,Hendry,0
2021,FL,Hernando,3.773302808
2021,FL,Highlands,10.25118822
2021,FL,Hillsborough,272.0498865
2021,FL,Indian River,13.53637327
2021,FL,Jackson,1
2021,FL,Jefferson,0.251188224
2021,FL,Lake,36.17143722
2021,FL,Lee,73.64456974
2021,FL,Leon,44.32941421
2021,FL,Manatee,52.66906077
2021,FL,Marion,24.00475289
2021,FL,Martin,27.8515288
2021,FL,Miami-Dade,846.8987929
2021,FL,Monroe,69.03874972
2021,FL,Nassau,28.02449103
2021,FL,Okaloosa,34.02924393
2021,FL,Okeechobee,21.35189208
2021,FL,Orange,399.6208166
2021,FL,Osceola,64.22517218
2021,FL,Palm Beach,427.1171536
2021,FL,Pasco,28.09796413
2021,FL,Pinellas,188.5400893
2021,FL,Polk,33.34842579
2021,FL,Putnam,3.251188224
2021,FL,St. Johns,66.81954514
2021,FL,St. Lucie,38.81607886
2021,FL,Santa Rosa,9.546605616
2021,FL,Sarasota,115.6288579
2021,FL,Seminole,84.53557481
2021,FL,Sumter,14.52686748
2021,FL,Suwannee,21.1326875
2021,FL,Taylor,2.361727783
2021,FL,Volusia,91.03448498
2021,FL,Wakulla,0
2021,FL,Walton,27.57310982
2021,FL,Washington,1.004752895
2021,TN,Anderson,2
2021,TN,Bedford,2
2021,TN,Blount,14.72345557
2021,TN,Bradley,0.723455565
2021,TN,Carter,0
2021,TN,Cheatham,1
2021,TN,Cocke,2
2021,TN,Coffee,16.44691113
2021,TN,Cumberland,2
2021,TN,Davidson,196.3629336
2021,TN,DeKalb,0.723455565
2021,TN,Dickson,21.72345557
2021,TN,Dyer,1
2021,TN,Fentress,0
2021,TN,Franklin,6
2021,TN,Greene,3.723455565
2021,TN,Hamblen,2
2021,TN,Hamilton,96.25555004
2021,TN,Hardin,1.361727783
2021,TN,Hawkins,2
2021,TN,Henry,5
2021,TN,Jackson,2
2021,TN,Jefferson,0
2021,TN,Knox,97.04319457
2021,TN,Lawrence,0
2021,TN,Loudon,8
2021,TN,McMinn,1
2021,TN,Macon,0.723455565
2021,TN,Madison,17
2021,TN,Marshall,1
2021,TN,Maury,5.361727783
2021,TN,Montgomery,27.72345557
2021,TN,Overton,0.723455565
2021,TN,Perry,2
2021,TN,Polk,0.723455565
2021,TN,Putnam,29.08518335
2021,TN,Rhea,0
2021,TN,Roane,0
2021,TN,Rutherford,61.14937231
2021,TN,Scott,1
2021,TN,Sevier,35.95801122
2021,TN,Shelby,114.8938223
2021,TN,Smith,0.723455565
2021,TN,Stewart,0
2021,TN,Sullivan,27.72345557
2021,TN,Sumner,6
2021,TN,Unicoi,0.723455565
2021,TN,Van Buren,0.723455565
2021,TN,Warren,3
2021,TN,Washington,8.723455565
2021,TN,Weakley,1
2021,TN,White,0.723455565
2021,TN,Williamson,57.1703667
2021,TN,Wilson,9.808638913
2021,TX,Anderson,1
2021,TX,Angelina,1
2021,TX,Aransas,7.085183348
2021,TX,Austin,2
2021,TX,Bandera,0
2021,TX,Bastrop,22.1703667
2021,TX,Bell,15.44691113
2021,TX,Bexar,151.1937727
2021,TX,Blanco,7
2021,TX,Bowie,8
2021,TX,Brazoria,32.70246117
2021,TX,Brazos,21.34073339
2021,TX,Burnet,2
2021,TX,Calhoun,0.723455565
2021,TX,Cameron,20.36172778
2021,TX,Collin,148.6184836
2021,TX,Colorado,10
2021,TX,Comal,11.1703667
2021,TX,Coryell,1
2021,TX,Crockett,7.446911131
2021,TX,Culberson,12
2021,TX,Dallas,379.6652955
2021,TX,Denton,66.85183348
2021,TX,DeWitt,1.085183348
2021,TX,Dickens,0
2021,TX,Eastland,12
2021,TX,Ellis,17
2021,TX,El Paso,41.34073339
2021,TX,Fayette,9
2021,TX,Fort Bend,42.83083909
2021,TX,Galveston,44.61727783
2021,TX,Gillespie,11.72345557
2021,TX,Gonzales,0.361727783
2021,TX,Grayson,9.170366696
2021,TX,Gregg,7.446911131
2021,TX,Grimes,2.361727783
2021,TX,Guadalupe,10.89382226
2021,TX,Hamilton,4
2021,TX,Hardin,2
2021,TX,Harris,555.2171786
2021,TX,Harrison,4
2021,TX,Hays,34.06418896
2021,TX,Henderson,3
2021,TX,Hidalgo,22.72345557
2021,TX,Hill,2
2021,TX,Hood,4
2021,TX,Hopkins,8
2021,TX,Hunt,1
2021,TX,Jackson,3
2021,TX,Jasper,2
2021,TX,Jefferson,9
2021,TX,Johnson,6.617277827
2021,TX,Kaufman,0
2021,TX,Kendall,8
2021,TX,Kerr,7.255550044
2021,TX,Kleberg,9
2021,TX,Lampasas,5
2021,TX,Lee,8
2021,TX,Leon,0
2021,TX,Llano,5
2021,TX,Lubbock,7.723455565
2021,TX,McLennan,27.1703667
2021,TX,Matagorda,5
2021,TX,Maverick,2
2021,TX,Midland,13.36172778
2021,TX,Montgomery,45.51110009
2021,TX,Moore,16
2021,TX,Nacogdoches,8
2021,TX,Navarro,10
2021,TX,Nolan,12
2021,TX,Nueces,37
2021,TX,Ochiltree,1
2021,TX,Orange,4
2021,TX,Parker,5
2021,TX,Pecos,12
2021,TX,Polk,0
2021,TX,Potter,22
2021,TX,Presidio,3
2021,TX,Randall,3
2021,TX,Real,0
2021,TX,Reeves,15
2021,TX,Rockwall,18.44691113
2021,TX,Runnels,0.361727783
2021,TX,San Patricio,3
2021,TX,Smith,14.80863891
2021,TX,Tarrant,180.4913115
2021,TX,Taylor,6
2021,TX,Titus,4
2021,TX,Tom Green,2
2021,TX,Travis,404.6245125
2021,TX,Uvalde,2
2021,TX,Val Verde,1
2021,TX,Van Zandt,1
2021,TX,Victoria,10
2021,TX,Walker,13.44691113
2021,TX,Waller,3
2021,TX,Washington,8
2021,TX,Webb,10.80863891
2021,TX,Wharton,2
2021,TX,Wheeler,6
2021,TX,Wichita,3.723455565
2021,TX,Williamson,69.10738352
2021,TX,Wilson,3
2021,VA,Accomack,4
2021,VA,Albemarle,36.41001547
2021,VA,Alleghany,1.50597381
2021,VA,Arlington,242.7079512
2021,VA,Augusta,19.03584286
2021,VA,Bath,4.517921431
2021,VA,Bedford,4
2021,VA,Botetourt,9.894833767
2021,VA,Campbell,6.576972716
2021,VA,Caroline,1.50597381
2021,VA,Chesterfield,37.79446017
2021,VA,Clarke,2.858990905
2021,VA,Culpeper,5.50597381
2021,VA,Essex,0
2021,VA,Fairfax,334.7932792
2021,VA,Fauquier,14.42949545
2021,VA,Floyd,2
2021,VA,Fluvanna,0.429495453
2021,VA,Franklin,1
2021,VA,Frederick,13.89483377
2021,VA,Giles,2
2021,VA,Goochland,24.16216461
2021,VA,Halifax,2.429495453
2021,VA,Hanover,11
2021,VA,Henrico,119.0088305
2021,VA,Henry,2
2021,VA,Isle of Wight,4
2021,VA,James City,6
2021,VA,King George,10.02389524
2021,VA,Lancaster,3
2021,VA,Loudoun,137.7031511
2021,VA,Louisa,2.858990905
2021,VA,Madison,4.717981811
2021,VA,Mecklenburg,6
2021,VA,Middlesex,0.429495453
2021,VA,Montgomery,19.50597381
2021,VA,Nelson,1
2021,VA,New Kent,0.214747726
2021,VA,Northumberland,0.644243179
2021,VA,Nottoway,2
2021,VA,Orange,31.83745802
2021,VA,Page,5
2021,VA,Patrick,1
2021,VA,Powhatan,3
2021,VA,Prince Edward,2.576972716
2021,VA,Prince George,3.50597381
2021,VA,Prince William,41.99246764
2021,VA,Rappahannock,9.517921431
2021,VA,Roanoke,9
2021,VA,Rockbridge,30.08363334
2021,VA,Rockingham,4.517921431
2021,VA,Shenandoah,24.3123816
2021,VA,Smyth,1
2021,VA,Spotsylvania,21.4127552
2021,VA,Stafford,6.576972716
2021,VA,Sussex,3
2021,VA,Warren,12.54181667
2021,VA,Washington,10.03584286
2021,VA,Westmoreland,4.517921431
2021,VA,Wythe,8.858990905
2021,VA,York,22.28369372
2021,MT,Beaverhead,12
2021,MT,Carbon,8
2021,MT,Cascade,8.340733392
2021,MT,Custer,2.893822261
2021,MT,Dawson,2.893822261
2021,MT,Flathead,14.72345557
2021,MT,Gallatin,33.34073339
2021,MT,Granite,2
2021,MT,Lake,1
2021,MT,Lewis and Clark,11.89382226
2021,MT,Madison,2
2021,MT,Mineral,6
2021,MT,Missoula,19.36172778
2021,MT,Park,5
2021,MT,Silver Bow,7.446911131
2021,MT,Yellowstone,9.723455565
2021,OR,Baker,12
2021,OR,Benton,27.72345557
2021,OR,Clackamas,144.064189
2021,OR,Clatsop,44.78764452
2021,OR,Columbia,10.44691113
2021,OR,Coos,25
2021,OR,Crook,8
2021,OR,Curry,6
2021,OR,Deschutes,65.34073339
2021,OR,Douglas,28.1703667
2021,OR,Gilliam,5
2021,OR,Grant,3
2021,OR,Harney,1.361727783
2021,OR,Hood River,21.08518335
2021,OR,Jackson,70.14937231
2021,OR,Jefferson,12
2021,OR,Josephine,18
2021,OR,Klamath,14.08518335
2021,OR,Lake,1
2021,OR,Lane,86.97900561
2021,OR,Lincoln,50.89382226
2021,OR,Linn,18.36172778
2021,OR,Malheur,2.893822261
2021,OR,Marion,85.85183348
2021,OR,Morrow,4
2021,OR,Multnomah,275.9382226
2021,OR,Polk,23.53209448
2021,OR,Tillamook,17.72345557
2021,OR,Umatilla,12.72345557
2021,OR,Union,5
2021,OR,Wallowa,2.723455565
2021,OR,Wasco,12.08518335
2021,OR,Washington,313.0024116
2021,OR,Wheeler,3.723455565
2021,OR,Yamhill,42.89382226
2021,WA,Adams,9.511674841
2021,WA,Asotin,2.37791871
2021,WA,Benton,40.04007549
2021,WA,Chelan,59.38469645
2021,WA,Clallam,42.20505108
2021,WA,Clark,90.4303519
2021,WA,Columbia,3.648241741
2021,WA,Cowlitz,14.84480425
2021,WA,Douglas,5.502333485
2021,WA,Ferry,1.302750263
2021,WA,Franklin,8.114256722
2021,WA,Grant,10.00385449
2021,WA,Grays Harbor,23.35876549
2021,WA,Island,21.02288895
2021,WA,Jefferson,16.35113585
2021,WA,King,1134.587459
2021,WA,Kitsap,108.695272
2021,WA,Kittitas,31.36513676
2021,WA,Klickitat,0
2021,WA,Lewis,29.19845687
2021,WA,Lincoln,1.215995876
2021,WA,Mason,6.33906218
2021,WA,Okanogan,17.51907412
2021,WA,Pacific,8.322715486
2021,WA,Pend Oreille,0
2021,WA,Pierce,142.7259282
2021,WA,San Juan,17.18342052
2021,WA,Skagit,35.70123626
2021,WA,Skamania,11.67938275
2021,WA,Snohomish,191.3985918
2021,WA,Spokane,152.9825838
2021,WA,Stevens,2.630362416
2021,WA,Thurston,63.67531992
2021,WA,Wahkiakum,1.252176421
2021,WA,Walla Walla,21.35158175
2021,WA,Whatcom,45.20832663
2021,WA,Whitman,19.85495067
2021,WA,Yakima,24.00685157
2021,CA,Alameda,800.258998
2021,CA,Alpine,12.85414343
2021,CA,Amador,23.86591498
2021,CA,Butte,48.87828552
2021,CA,Calaveras,8.175567923
2021,CA,Colusa,29.18593392
2021,CA,Contra Costa,455.5640417
2021,CA,Del Norte,20.04010936
2021,CA,El Dorado,110.4410667
2021,CA,Fresno,353.9286221
2021,CA,Glenn,0.693337631
2021,CA,Humboldt,59.35268901
2021,CA,Imperial,11.34098942
2021,CA,Inyo,18.33455099
2021,CA,Kern,151.2677567
2021,CA,Kings,98.93636003
2021,CA,Lake,9.865228924
2021,CA,Lassen,2.716838604
2021,CA,Los Angeles,4738.153906
2021,CA,Madera,37.01919311
2021,CA,Marin,122.7476845
2021,CA,Mariposa,19.85495067
2021,CA,Mendocino,100.2620902
2021,CA,Merced,56.7184228
2021,CA,Modoc,5.211001054
2021,CA,Mono,38.91457857
2021,CA,Monterey,196.9729589
2021,CA,Napa,264.5620534
2021,CA,Nevada,42.37595204
2021,CA,Orange,962.6085348
2021,CA,Placer,162.4399477
2021,CA,Plumas,6.283716669
2021,CA,Riverside,706.3208019
2021,CA,Sacramento,547.8674937
2021,CA,San Benito,4.765819551
2021,CA,San Bernardino,555.0777027
2021,CA,San Diego,1341.791353
2021,CA,San Francisco,473.3250678
2021,CA,San Joaquin,124.1274183
2021,CA,San Luis Obispo,266.0358103
2021,CA,San Mateo,501.8303436
2021,CA,Santa Barbara,160.1341865
2021,CA,Santa Clara,1845.087235
2021,CA,Santa Cruz,68.20892928
2021,CA,Shasta,29.35647167
2021,CA,Sierra,1.252176421
2021,CA,Siskiyou,41.78029765
2021,CA,Solano,156.980513
2021,CA,Sonoma,304.1651064
2021,CA,Stanislaus,72.50724081
2021,CA,Sutter,14.43423248
2021,CA,Tehama,22.69019803
2021,CA,Trinity,4.838210035
2021,CA,Tulare,35.65203
2021,CA,Tuolumne,30.36365542
2021,CA,Ventura,361.3960369
2021,CA,Yolo,127.9253451
2021,CA,Yuba,6.671976051
2021,CO,Adams,134.3765816
2021,CO,Alamosa,4.932614462
2021,CO,Arapahoe,65.25867567
2021,CO,Archuleta,0.173334408
2021,CO,Boulder,240.8476957
2021,CO,Broomfield,18.24848173
2021,CO,Chaffee,24.28756694
2021,CO,Clear Creek,1.664569355
2021,CO,Custer,0
2021,CO,Delta,9.537118554
2021,CO,Denver,313.6768814
2021,CO,Dolores,4.522114584
2021,CO,Douglas,53.43848316
2021,CO,Eagle,99.31124971
2021,CO,El Paso,92.57676793
2021,CO,Fremont,0
2021,CO,Garfield,49.65699472
2021,CO,Gilpin,17.51907412
2021,CO,Grand,12.82096198
2021,CO,Gunnison,30.42144215
2021,CO,Hinsdale,0.166456936
2021,CO,Huerfano,2.302252046
2021,CO,Jefferson,236.2568903
2021,CO,Kit Carson,2.335876549
2021,CO,Lake,1.167938275
2021,CO,La Plata,16.01274252
2021,CO,Larimer,183.5047648
2021,CO,Las Animas,13.7235552
2021,CO,Lincoln,10.56634375
2021,CO,Mesa,40.28393135
2021,CO,Mineral,0.169459947
2021,CO,Moffat,5.210628118
2021,CO,Montezuma,4.932614462
2021,CO,Montrose,11.83663087
2021,CO,Morgan,9.209008183
2021,CO,Otero,0.677839788
2021,CO,Ouray,4.671753099
2021,CO,Park,3.67027176
2021,CO,Pitkin,56.56649058
2021,CO,Pueblo,27.95239519
2021,CO,Rio Blanco,2.43216116
2021,CO,Rio Grande,2.778829976
2021,CO,Routt,28.44730048
2021,CO,Saguache,1.167938275
2021,CO,San Miguel,23.02252046
2021,CO,Summit,34.36150632
2021,CO,Teller,13.18023489
2021,CO,Washington,0
2021,CO,Weld,48.34181351
2022,NJ,Atlantic,58.92842749
2022,NJ,Bergen,225.1004189
2022,NJ,Burlington,62.96612702
2022,NJ,Camden,41.92568776
2022,NJ,Cape May,50.18922223
2022,NJ,Cumberland,5.68228235
2022,NJ,Essex,92.78899581
2022,NJ,Gloucester,45.92752179
2022,NJ,Hudson,238.0939885
2022,NJ,Hunterdon,30.62078569
2022,NJ,Mercer,115.798098
2022,NJ,Middlesex,223.047164
2022,NJ,Monmouth,75.17459527
2022,NJ,Morris,133.4115702
2022,NJ,Ocean,54.23790332
2022,NJ,Passaic,29.8283256
2022,NJ,Salem,4.470168686
2022,NJ,Somerset,150.3941809
2022,NJ,Sussex,26.93666931
2022,NJ,Union,67.69894713
2022,NJ,Warren,2
2022,NY,Albany,275.7355323
2022,NY,Allegany,3.215895821
2022,NY,Bronx,58.25927607
2022,NY,Broome,36.81814411
2022,NY,Cattaraugus,23.38727084
2022,NY,Cayuga,9.115357795
2022,NY,Chautauqua,15.18769678
2022,NY,Chemung,18.23071559
2022,NY,Chenango,0
2022,NY,Clinton,29.13237776
2022,NY,Columbia,32.70224679
2022,NY,Cortland,8.758644865
2022,NY,Delaware,3.39151256
2022,NY,Dutchess,84.34863502
2022,NY,Erie,166.1674028
2022,NY,Essex,39.67458728
2022,NY,Franklin,26.27045514
2022,NY,Fulton,3.572608751
2022,NY,Genesee,9.647687464
2022,NY,Greene,19.65756731
2022,NY,Hamilton,8.259462202
2022,NY,Herkimer,6.942592593
2022,NY,Jefferson,21.62496788
2022,NY,Kings,334.057822
2022,NY,Lewis,1.688812785
2022,NY,Livingston,15.72276618
2022,NY,Madison,11.25563537
2022,NY,Monroe,212.2691191
2022,NY,Montgomery,4.381859857
2022,NY,Nassau,137.076121
2022,NY,New York,997.1767454
2022,NY,Niagara,37.53156997
2022,NY,Oneida,76.49821084
2022,NY,Onondaga,120.8073265
2022,NY,Ontario,31.98882093
2022,NY,Orange,53.97324146
2022,NY,Orleans,0.35671293
2022,NY,Oswego,4.467130802
2022,NY,Otsego,19.47921084
2022,NY,Putnam,10.36659278
2022,NY,Queens,352.8373057
2022,NY,Rensselaer,32.69950706
2022,NY,Richmond,27.33237475
2022,NY,Rockland,61.65900781
2022,NY,St. Lawrence,14.64988766
2022,NY,Saratoga,76.12231983
2022,NY,Schenectady,64.32065615
2022,NY,Schoharie,2.923066389
2022,NY,Schuyler,5.715626057
2022,NY,Seneca,11.69226556
2022,NY,Steuben,47.51215759
2022,NY,Suffolk,269.2873023
2022,NY,Sullivan,18.40633233
2022,NY,Tioga,1.094095101
2022,NY,Tompkins,41.8093854
2022,NY,Ulster,142.964624
2022,NY,Warren,86.84014608
2022,NY,Washington,2.502469961
2022,NY,Wayne,10.00987985
2022,NY,Westchester,295.2613185
2022,NY,Wyoming,4.823843732
2022,NY,Yates,14.07102412
2022,VT,Addison,34.12157723
2022,VT,Bennington,25.67682964
2022,VT,Caledonia,5.646416408
2022,VT,Chittenden,136.8592712
2022,VT,Franklin,20.00003784
2022,VT,Lamoille,30.17407099
2022,VT,Orange,2.265197154
2022,VT,Orleans,28.82322712
2022,VT,Rutland,104.9781087
2022,VT,Washington,119.6216718
2022,VT,Windham,74.53043215
2022,VT,Windsor,86.93932491
2022,CT,Fairfield,145.8691096
2022,CT,Hartford,182.4047945
2022,CT,Litchfield,9.940479452
2022,CT,Middlesex,51.76191781
2022,CT,New Haven,126.4524658
2022,CT,New London,65
2022,CT,Tolland,41.58335616
2022,CT,Windham,19.8809589
2022,MI,Allegan,9.910043139
2022,MI,Antrim,0.790456369
2022,MI,Baraga,0.790456369
2022,MI,Barry,0.790456369
2022,MI,Bay,9
2022,MI,Benzie,10.3291304
2022,MI,Berrien,19.79045637
2022,MI,Branch,9.30801105
2022,MI,Calhoun,15.23917354
2022,MI,Cass,5.538674033
2022,MI,Charlevoix,2
2022,MI,Cheboygan,11.07734807
2022,MI,Chippewa,11.07734807
2022,MI,Clare,3.161825475
2022,MI,Clinton,2
2022,MI,Delta,1.185684553
2022,MI,Dickinson,0
2022,MI,Eaton,19.11958677
2022,MI,Emmet,6.790456369
2022,MI,Genesee,12.86780443
2022,MI,Gogebic,0
2022,MI,Grand Traverse,48.89743434
2022,MI,Gratiot,0
2022,MI,Hillsdale,0
2022,MI,Houghton,1
2022,MI,Huron,5.538674033
2022,MI,Ingham,55.53731552
2022,MI,Ionia,0
2022,MI,Iosco,0
2022,MI,Iron,0
2022,MI,Isabella,5
2022,MI,Jackson,12.70049951
2022,MI,Kalamazoo,17.67938016
2022,MI,Kalkaska,0
2022,MI,Kent,86.30391281
2022,MI,Lake,0
2022,MI,Lapeer,1
2022,MI,Leelanau,11.76933702
2022,MI,Lenawee,0
2022,MI,Livingston,2
2022,MI,Mackinac,1
2022,MI,Macomb,66.5611746
2022,MI,Manistee,0
2022,MI,Marquette,0
2022,MI,Mason,3.161825475
2022,MI,Mecosta,29.69337017
2022,MI,Midland,0
2022,MI,Monroe,6
2022,MI,Montcalm,0
2022,MI,Montmorency,4
2022,MI,Muskegon,32.48382653
2022,MI,Newaygo,16.6160221
2022,MI,Oakland,155.7008136
2022,MI,Oceana,2
2022,MI,Ogemaw,0.790456369
2022,MI,Osceola,0
2022,MI,Otsego,27.69337017
2022,MI,Ottawa,32.58668357
2022,MI,Presque Isle,8
2022,MI,Roscommon,0.395228184
2022,MI,Saginaw,9.538674033
2022,MI,St. Clair,15
2022,MI,Sanilac,0
2022,MI,Shiawassee,0
2022,MI,Van Buren,8.538674033
2022,MI,Washtenaw,72.63440173
2022,MI,Wayne,224.6163362
2022,MI,Wexford,8
2022,MN,Anoka,23.57027058
2022,MN,Becker,1.050515114
2022,MN,Beltrami,12.10103023
2022,MN,Blue Earth,17.93850334
2022,MN,Brown,4.101030228
2022,MN,Carlton,1.841141175
2022,MN,Carver,0
2022,MN,Cass,22.0936941
2022,MN,Chippewa,6.048681082
2022,MN,Chisago,2
2022,MN,Clay,5.523423525
2022,MN,Cook,8.62902751
2022,MN,Crow Wing,13.25805502
2022,MN,Dakota,82.54097136
2022,MN,Douglas,3.41417412
2022,MN,Fillmore,3.68228235
2022,MN,Freeborn,20.7291294
2022,MN,Goodhue,11.04684705
2022,MN,Hennepin,372.1006
2022,MN,Hubbard,0
2022,MN,Isanti,5
2022,MN,Itasca,5.258055021
2022,MN,Kanabec,0.525257557
2022,MN,Kandiyohi,8.3645647
2022,MN,Lake,5
2022,MN,Lyon,5.523423525
2022,MN,McLeod,11.30947583
2022,MN,Martin,14.7291294
2022,MN,Morrison,2.891656289
2022,MN,Mower,17.04684705
2022,MN,Nicollet,0.525257557
2022,MN,Nobles,6
2022,MN,Olmsted,36.92752179
2022,MN,Otter Tail,1.050515114
2022,MN,Pine,11.10376995
2022,MN,Pipestone,3.68228235
2022,MN,Ramsey,228.9478094
2022,MN,Redwood,14.7291294
2022,MN,Renville,3.68228235
2022,MN,Rice,6.207539907
2022,MN,Rock,0
2022,MN,St. Louis,33.66672705
2022,MN,Scott,18.51701574
2022,MN,Sherburne,6.68228235
2022,MN,Stearns,2.787886335
2022,MN,Steele,7.68228235
2022,MN,Stevens,7.523423525
2022,MN,Todd,2
2022,MN,Wadena,1.050515114
2022,MN,Washington,50.8228235
2022,MN,Winona,1.313143892
2022,MN,Wright,18.7291294
2022,WI,Barron,0
2022,WI,Bayfield,0
2022,WI,Brown,25.29283282
2022,WI,Calumet,2
2022,WI,Chippewa,0
2022,WI,Dane,176.5637743
2022,WI,Dodge,4
2022,WI,Door,35.50279649
2022,WI,Dunn,2.323208204
2022,WI,Eau Claire,19.06078862
2022,WI,Florence,0
2022,WI,Fond du Lac,4.646416408
2022,WI,Grant,0.646416408
2022,WI,Green,2
2022,WI,Green Lake,2
2022,WI,Jefferson,5
2022,WI,Juneau,6
2022,WI,Kenosha,19.79559146
2022,WI,La Crosse,21.03041323
2022,WI,Manitowoc,1.323208204
2022,WI,Marathon,14
2022,WI,Marinette,0
2022,WI,Milwaukee,122.036044
2022,WI,Monroe,16.06078862
2022,WI,Oneida,4
2022,WI,Outagamie,26.26519715
2022,WI,Ozaukee,5.911613562
2022,WI,Pierce,0
2022,WI,Polk,0.323208204
2022,WI,Portage,9.292832816
2022,WI,Price,2.265197154
2022,WI,Racine,8.585665632
2022,WI,Richland,1
2022,WI,Rock,9.176810717
2022,WI,Rusk,4.530394309
2022,WI,St. Croix,4.585665632
2022,WI,Sauk,12.79285174
2022,WI,Sawyer,1
2022,WI,Sheboygan,14.29283282
2022,WI,Vernon,7.176810717
2022,WI,Walworth,23.59118293
2022,WI,Washington,5
2022,WI,Waukesha,39.52765458
2022,WI,Winnebago,21.23759933
2022,WI,Wood,5
2022,FL,Alachua,75.38688791
2022,FL,Bay,21.49727919
2022,FL,Brevard,106.2792856
2022,FL,Broward,440.8240218
2022,FL,Charlotte,5.939249224
2022,FL,Citrus,16.79559146
2022,FL,Clay,9.765216075
2022,FL,Collier,98.58577916
2022,FL,Columbia,21.41441005
2022,FL,Duval,220.5225914
2022,FL,Escambia,27.41441005
2022,FL,Flagler,13.76247635
2022,FL,Franklin,9.442007871
2022,FL,Hamilton,4.530394309
2022,FL,Hendry,0
2022,FL,Hernando,4.853602513
2022,FL,Highlands,10.3232082
2022,FL,Hillsborough,309.5722962
2022,FL,Indian River,15.40889276
2022,FL,Jackson,1
2022,FL,Jefferson,0.323208204
2022,FL,Lake,44.23767502
2022,FL,Lee,80.41444789
2022,FL,Leon,48.14647317
2022,FL,Manatee,60.59125861
2022,FL,Marion,24.29283282
2022,FL,Martin,32.67686748
2022,FL,Miami-Dade,972.5736585
2022,FL,Monroe,71.05530917
2022,FL,Nassau,29.17681072
